LoanAmount,City,State,Zip,NAICSCode,BusinessType,JobsReported,DateApproved,MonthApproved,Lender,CD,NAICSCodeDefinition
16300,LAHAINA,HI,96761,541990,Limited  Liability Company(LLC),2,2020-05-08T00:00:00Z,May,"American Savings Bank, FSB",HI-02,"All Other Professional, Scientific, and Technical Services"
16300,HONOLULU,HI,96814,811111,Limited  Liability Company(LLC),2,2020-04-30T00:00:00Z,April,"American Savings Bank, FSB",HI-01,General Automotive Repair
16300,KAILUA KONA,HI,96740,442299,Limited  Liability Company(LLC),4,2020-04-13T00:00:00Z,April,"American Savings Bank, FSB",HI-02,All Other Home Furnishings Stores
16300,KIHEI,HI,96753,236115,Corporation,2,2020-04-30T00:00:00Z,April,"American Savings Bank, FSB",HI-02,New Single-Family Housing Construction (except For-Sale Builders)
16300,HONOLULU,HI,96816,561720,Limited  Liability Company(LLC),0,2020-05-12T00:00:00Z,May,Central Pacific Bank,HI-01,Janitorial Services
16300,LAHAINA,HI,96761,561110,Limited  Liability Company(LLC),0,2020-05-29T00:00:00Z,May,Central Pacific Bank,HI-02,Office Administrative Services
16300,LAHAINA,HI,96761,453920,Limited  Liability Company(LLC),2,2020-04-30T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Art Dealers
16300,KAILUA,HI,96734,323111,Sole Proprietorship,0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-02,Commercial Printing (except Screen and Books)
16300,KAHULUI,HI,96732,621111,Limited  Liability Company(LLC),2,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Offices of Physicians (except Mental Health Specialists)
16300,HONOLULU,HI,96814,524298,Independent Contractors,1,2020-05-12T00:00:00Z,May,"American Savings Bank, FSB",HI-01,All Other Insurance Related Activities
16300,HONOLULU,HI,96814,722513,Limited  Liability Company(LLC),10,2020-04-27T00:00:00Z,April,Central Pacific Bank,HI-01,Limited-Service Restaurants
16300,LIHUE,HI,96766,445292,Sole Proprietorship,2,2020-04-28T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Confectionery and Nut Retailers
16300,WAIANAE,HI,96792,445110,Corporation,5,2020-04-07T00:00:00Z,April,Central Pacific Bank,HI-02,Supermarkets and Other Grocery Retailers (except Convenience Retailers)
16300,KAPOLEI,HI,96707,532310,Limited  Liability Company(LLC),5,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-02,General Rental Centers
16300,HONOLULU,HI,96814,621111,Limited  Liability Company(LLC),3,2020-04-14T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
16300,HONOLULU,HI,96819,445110,Sole Proprietorship,1,2020-06-17T00:00:00Z,June,Ohana Pacific Bank,HI-01,Supermarkets and Other Grocery Retailers (except Convenience Retailers)
16300,LAHAINA,HI,96761,812111,Independent Contractors,0,2020-04-14T00:00:00Z,April,Central Pacific Bank,HI-02,Barber Shops
16300,HONOLULU,HI,96826,711510,Sole Proprietorship,1,2020-04-15T00:00:00Z,April,Central Pacific Bank,HI-01,"Independent Artists, Writers, and Performers"
16300,HALEIWA,HI,96712,236220,Limited  Liability Company(LLC),2,2020-04-08T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Commercial and Institutional Building Construction
16300,WAIPAHU,HI,96797,453998,Sole Proprietorship,1,2020-04-28T00:00:00Z,April,"American Savings Bank, FSB",HI-01,All Other Miscellaneous Store Retailers (except Tobacco Stores)
16300,HONOLULU,HI,96815,812199,Corporation,2,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-01,Other Personal Care Services
16300,KAILUA KONA,HI,96740,321999,Corporation,42,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-02,All Other Miscellaneous Wood Product Manufacturing
16300,HONOLULU,HI,96814,722330,Corporation,6,2020-05-19T00:00:00Z,May,"American Savings Bank, FSB",HI-01,Mobile Food Services
16300,HONOLULU,HI,96813,722513,Limited  Liability Company(LLC),4,2020-04-28T00:00:00Z,April,Ohana Pacific Bank,HI-01,Limited-Service Restaurants
16300,KAPAA,HI,96746,561720,Limited  Liability Company(LLC),40,2020-05-03T00:00:00Z,May,Gather FCU,HI-02,Janitorial Services
16289,HAWI,HI,96719,238320,Sole Proprietorship,1,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-02,Painting and Wall Covering Contractors
16287,HONOLULU,HI,96814,484110,Independent Contractors,1,2020-08-05T00:00:00Z,August,Cross River Bank,HI-01,"General Freight Trucking, Local"
16283,PEARL CITY,HI,96782,448110,Limited Liability Partnership,5,2020-05-01T00:00:00Z,May,The Canandaigua National Bank and Trust Company,HI-01,Men's Clothing Stores
16282.5,HONOLULU,HI,96813,541110,Limited  Liability Company(LLC),1,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-01,Offices of Lawyers
16275,HAIKU,HI,96708,541613,Limited  Liability Company(LLC),14,2020-04-29T00:00:00Z,April,Bank of Hawaii,HI-02,Marketing Consulting Services
16275,HONOLULU,HI,96813,541110,Limited  Liability Company(LLC),0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Lawyers
16270,KAPOLEI,HI,96707,624120,Limited  Liability Company(LLC),0,2020-04-15T00:00:00Z,April,Bank of Hawaii,HI-02,Services for the Elderly and Persons with Disabilities
16267,HONOLULU,HI,96822,713940,Limited  Liability Company(LLC),5,2020-04-27T00:00:00Z,April,First Hawaiian Bank,HI-01,Fitness and Recreational Sports Centers
16260,HONOLULU,HI,96815,611110,Limited  Liability Company(LLC),0,2020-04-11T00:00:00Z,April,Bank of Hawaii,HI-01,Elementary and Secondary Schools
16254,HONOLULU,HI,96816,448310,Corporation,2,2020-05-15T00:00:00Z,May,First Hawaiian Bank,HI-01,Jewelry Stores
16250,KAMUELA,HI,96743,531320,Sole Proprietorship,1,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-02,Offices of Real Estate Appraisers
16250,HONOLULU,HI,96825,531210,Corporation,2,2020-04-10T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
16250,HONOLULU,HI,96816,531312,Self-Employed Individuals,0,2020-05-06T00:00:00Z,May,Central Pacific Bank,HI-01,Nonresidential Property Managers
16250,HONOLULU,HI,96814,811111,Sole Proprietorship,2,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,General Automotive Repair
16250,AIEA,HI,96701,812112,Limited  Liability Company(LLC),3,2020-04-28T00:00:00Z,April,HawaiiUSA FCU,HI-01,Beauty Salons
16250,WAILUKU,HI,96793,453998,Subchapter S Corporation,2,2020-04-28T00:00:00Z,April,Central Pacific Bank,HI-02,All Other Miscellaneous Store Retailers (except Tobacco Stores)
16250,HONOLULU,HI,96825,448310,Sole Proprietorship,0,2020-05-02T00:00:00Z,May,Central Pacific Bank,HI-01,Jewelry Stores
16240,KAHULUI,HI,96733,999990,Limited  Liability Company(LLC),2,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-02,Not found
16237.5,WAIKOLOA,HI,96738,238210,Limited  Liability Company(LLC),1,2020-05-04T00:00:00Z,May,First Hawaiian Bank,HI-02,Electrical Contractors and Other Wiring Installation Contractors
16235,KAILUA KONA,HI,96740,485310,Self-Employed Individuals,5,2020-07-29T00:00:00Z,July,"Kabbage, Inc.",HI-02,Taxi and Ridesharing Services
16231,LAHAINA,HI,96761,812199,Limited  Liability Company(LLC),5,2020-05-04T00:00:00Z,May,First Hawaiian Bank,HI-02,Other Personal Care Services
16222,HONOLULU,HI,96817,531390,Sole Proprietorship,1,2020-05-08T00:00:00Z,May,WebBank,HI-01,Other Activities Related to Real Estate
16222,LIHUE,HI,96766,236116,Corporation,2,2020-04-29T00:00:00Z,April,Intuit Financing Inc.,HI-02,New Multifamily Housing Construction (except For-Sale Builders)
16215,KAILUA,HI,96734,713940,Limited  Liability Company(LLC),11,2020-04-13T00:00:00Z,April,Bank of Hawaii,HI-02,Fitness and Recreational Sports Centers
16214,HONOLULU,HI,96825,423910,Sole Proprietorship,0,2020-05-15T00:00:00Z,May,Central Pacific Bank,HI-01,Sporting and Recreational Goods and Supplies Merchant Wholesalers
16200,KAPOLEI,HI,96707,236115,Limited  Liability Company(LLC),0,2020-05-04T00:00:00Z,May,Central Pacific Bank,HI-02,New Single-Family Housing Construction (except For-Sale Builders)
16200,HONOLULU,HI,96826,541513,Limited  Liability Company(LLC),10,2020-04-10T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Computer Facilities Management Services
16200,KAILUA,HI,96734,423220,Corporation,1,2020-04-10T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Home Furnishing Merchant Wholesalers
16200,HONOLULU,HI,96813,621210,Subchapter S Corporation,11,2020-04-16T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Dentists
16200,WAIKOLOA,HI,96738,452990,Sole Proprietorship,4,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-02,Not found
16200,LAHAINA,HI,96761,453998,Corporation,4,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-02,All Other Miscellaneous Store Retailers (except Tobacco Stores)
16200,KAPAA,HI,96746,541410,Subchapter S Corporation,2,2020-05-08T00:00:00Z,May,"American Savings Bank, FSB",HI-02,Interior Design Services
16200,KANEOHE,HI,96744,621399,Limited  Liability Company(LLC),1,2020-06-25T00:00:00Z,June,"American Savings Bank, FSB",HI-02,Offices of All Other Miscellaneous Health Practitioners
16200,HONOLULU,HI,96817,621999,Limited  Liability Company(LLC),1,2020-04-27T00:00:00Z,April,Central Pacific Bank,HI-01,All Other Miscellaneous Ambulatory Health Care Services
16200,WAIPAHU,HI,96797,445220,Partnership,0,2020-05-15T00:00:00Z,May,Central Pacific Bank,HI-01,Fish and Seafood Markets
16200,KAPOLEI,HI,96707,423810,Limited  Liability Company(LLC),4,2020-04-07T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers
16200,HONOLULU,HI,96815,531210,Self-Employed Individuals,1,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
16200,HONOLULU,HI,96815,722511,Corporation,8,2020-04-28T00:00:00Z,April,Ohana Pacific Bank,HI-01,Full-Service Restaurants
16200,HONOLULU,HI,96816,541310,Sole Proprietorship,0,2020-05-02T00:00:00Z,May,Central Pacific Bank,HI-01,Architectural Services
16200,HONOLULU,HI,96813,621210,Corporation,3,2020-04-28T00:00:00Z,April,Hawaii National Bank,HI-01,Offices of Dentists
16200,HONOLULU,HI,96825,541618,Limited  Liability Company(LLC),0,2020-05-20T00:00:00Z,May,Central Pacific Bank,HI-01,Other Management Consulting Services
16200,WAIPAHU,HI,96797,722511,Corporation,0,2020-05-02T00:00:00Z,May,Central Pacific Bank,HI-01,Full-Service Restaurants
16198,EWA BEACH,HI,96706,423990,Self-Employed Individuals,1,2020-06-19T00:00:00Z,June,"Kabbage, Inc.",HI-01,Other Miscellaneous Durable Goods Merchant Wholesalers
16187,KAILUA,HI,96734,561730,Limited  Liability Company(LLC),3,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Landscaping Services
16185,WAILUKU,HI,96793,721199,Self-Employed Individuals,0,2020-07-15T00:00:00Z,July,Cross River Bank,HI-02,All Other Traveler Accommodation
16183,WAHIAWA,HI,96786,337920,Limited  Liability Company(LLC),0,2020-05-29T00:00:00Z,May,Central Pacific Bank,HI-02,Blind and Shade Manufacturing
16180,HONOLULU,HI,96813,524210,Sole Proprietorship,0,2020-04-09T00:00:00Z,April,Bank of Hawaii,HI-01,Insurance Agencies and Brokerages
16179.25,KULA,HI,96790,238210,Limited  Liability Company(LLC),2,2020-04-30T00:00:00Z,April,American Express National Bank,HI-02,Electrical Contractors and Other Wiring Installation Contractors
16179,KAHULUI,HI,96732,541511,Self-Employed Individuals,1,2020-04-30T00:00:00Z,April,"Kabbage, Inc.",HI-02,Custom Computer Programming Services
16178,KAILUA,HI,96734,114111,Self-Employed Individuals,1,2020-07-06T00:00:00Z,July,"Kabbage, Inc.",HI-02,Finfish Fishing
16174,KIHEI,HI,96753,713940,Limited  Liability Company(LLC),8,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-02,Fitness and Recreational Sports Centers
16165,HONOLULU,HI,96814,722410,Limited  Liability Company(LLC),4,2020-05-04T00:00:00Z,May,Bank of Hawaii,HI-01,Drinking Places (Alcoholic Beverages)
16160,HONOLULU,HI,96814,621399,Sole Proprietorship,0,2020-05-08T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of All Other Miscellaneous Health Practitioners
16157.5,KAPAA,HI,96746,448120,Limited  Liability Company(LLC),6,2020-04-27T00:00:00Z,April,First Hawaiian Bank,HI-02,Women's Clothing Stores
16152,HONOLULU,HI,96814,448140,Corporation,3,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,Family Clothing Stores
16145,HONOLULU,HI,96813,541840,Subchapter S Corporation,0,2020-04-12T00:00:00Z,April,Bank of Hawaii,HI-01,Media Representatives
16142.5,HONOKAA,HI,96727,238390,Sole Proprietorship,1,2020-05-12T00:00:00Z,May,First Hawaiian Bank,HI-02,Other Building Finishing Contractors
16142,KAMUELA,HI,96743,236118,Corporation,2,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Residential Remodelers
16142,KAILUA KONA,HI,96745,541110,Corporation,1,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-02,Offices of Lawyers
16140,HONOLULU,HI,96815,722511,Limited  Liability Company(LLC),14,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,Full-Service Restaurants
16138.32,EWA BEACH,HI,96706,812112,Limited  Liability Company(LLC),0,2020-04-11T00:00:00Z,April,HawaiiUSA FCU,HI-01,Beauty Salons
16135,HONOLULUULU,HI,96816,722513,Corporation,0,2020-04-15T00:00:00Z,April,Central Pacific Bank,HI-01,Limited-Service Restaurants
16132.5,KANEOHE,HI,96744,722511,Corporation,4,2020-05-04T00:00:00Z,May,First Hawaiian Bank,HI-02,Full-Service Restaurants
16131,HONOLULU,HI,96815,531210,Sole Proprietorship,0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
16130,HONOLULU,HI,96819,492210,Corporation,2,2020-05-14T00:00:00Z,May,Bank of Hawaii,HI-01,Local Messengers and Local Delivery
16115,MILILANI,HI,96789,561740,Sole Proprietorship,3,2020-04-10T00:00:00Z,April,HawaiiUSA FCU,HI-01,Carpet and Upholstery Cleaning Services
16100,HONOLULU,HI,96797,621399,Limited  Liability Company(LLC),1,2020-05-03T00:00:00Z,May,"American Savings Bank, FSB",HI-01,Offices of All Other Miscellaneous Health Practitioners
16100,HONOLULU,HI,96817,813110,Corporation,0,2020-04-15T00:00:00Z,April,First Hawaiian Bank,HI-01,Religious Organizations
16100,KALAHEO,HI,96741,722330,Limited  Liability Company(LLC),0,2020-04-15T00:00:00Z,April,Central Pacific Bank,HI-02,Mobile Food Services
16100,KIHEI,HI,96753,561720,Limited  Liability Company(LLC),1,2020-04-29T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Janitorial Services
16100,WAILUKU,HI,96793,337110,Corporation,0,2020-05-06T00:00:00Z,May,Central Pacific Bank,HI-02,Wood Kitchen Cabinet and Countertop Manufacturing
16100,HONOLULU,HI,96826,531210,Independent Contractors,1,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
16100,HONOLULU,HI,96815,531210,Sole Proprietorship,1,2020-04-29T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Offices of Real Estate Agents and Brokers
16100,KAILUA,HI,96734,561920,Limited  Liability Company(LLC),0,2020-04-27T00:00:00Z,April,Navy FCU,HI-02,Convention and Trade Show Organizers
16100,WAILUKU,HI,96793,611620,Non-Profit Organization,2,2020-04-30T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Sports and Recreation Instruction
16100,KAUNAKAKAI,HI,96748,423740,Limited  Liability Company(LLC),2,2020-04-05T00:00:00Z,April,Central Pacific Bank,HI-02,Refrigeration Equipment and Supplies Merchant Wholesalers
16100,KAILUA,HI,96734,921130,Sole Proprietorship,1,2020-06-30T00:00:00Z,June,First Home Bank,HI-02,Public Finance Activities
16100,HONOLULU,HI,96813,523930,Sole Proprietorship,1,2020-06-02T00:00:00Z,June,"American Savings Bank, FSB",HI-01,Investment Advice
16100,HONOLULU,HI,96813,621310,Limited  Liability Company(LLC),4,2020-04-07T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Offices of Chiropractors
16100,EWA BEACH,HI,96706,238910,Partnership,4,2020-06-19T00:00:00Z,June,Ohana Pacific Bank,HI-01,Site Preparation Contractors
16097,EWA BEACH,HI,96706,531390,Sole Proprietorship,1,2020-04-29T00:00:00Z,April,WebBank,HI-01,Other Activities Related to Real Estate
16095,WAILUKU,HI,96793,541211,Sole Proprietorship,1,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-02,Offices of Certified Public Accountants
16087,LIHUE,HI,96766,541110,Limited  Liability Company(LLC),2,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Offices of Lawyers
16085,WAIMEA,HI,96796,531312,Limited  Liability Company(LLC),4,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-02,Nonresidential Property Managers
16083.34,KILAUEA,HI,96754,0,Limited  Liability Company(LLC),1,2020-05-03T00:00:00Z,May,Celtic Bank Corporation,HI-02,Not found
16080,KAPOLEI,HI,96707,811113,Subchapter S Corporation,0,2020-04-15T00:00:00Z,April,Bank of Hawaii,HI-02,Automotive Transmission Repair
16075,MAKAWAO,HI,96768,812990,Sole Proprietorship,0,2020-07-16T00:00:00Z,July,Cross River Bank,HI-02,All Other Personal Services
16062,HONOLULU,HI,96813,713940,Self-Employed Individuals,1,2020-05-03T00:00:00Z,May,Cross River Bank,HI-01,Fitness and Recreational Sports Centers
16055,HONOLULU,HI,96814,621210,Corporation,0,2020-04-15T00:00:00Z,April,Bank of Hawaii,HI-01,Offices of Dentists
16055,HONOLULU,HI,96822,532284,Limited  Liability Company(LLC),0,2020-05-08T00:00:00Z,May,Central Pacific Bank,HI-01,Recreational Goods Rental
16052,HONOLULU,HI,96817,624310,Limited  Liability Company(LLC),1,2020-04-12T00:00:00Z,April,HawaiiUSA FCU,HI-01,Vocational Rehabilitation Services
16052,KAPOLEI,HI,96707,238140,Sole Proprietorship,1,2020-06-28T00:00:00Z,June,"Kabbage, Inc.",HI-02,Masonry Contractors
16041,HONOLULU,HI,96813,541219,Limited  Liability Company(LLC),1,2020-05-02T00:00:00Z,May,First Hawaiian Bank,HI-01,Other Accounting Services
16035,HONOLULU,HI,96821,713990,Subchapter S Corporation,1,2020-04-10T00:00:00Z,April,Bank of Hawaii,HI-01,All Other Amusement and Recreation Industries
16032,HONOLULU,HI,96818,561720,Subchapter S Corporation,0,2020-06-10T00:00:00Z,June,Bank of Hawaii,HI-01,Janitorial Services
16022,KEAAU,HI,96749,561710,Limited  Liability Company(LLC),2,2020-04-29T00:00:00Z,April,Hawaii First FCU,HI-02,Exterminating and Pest Control Services
16022,HONOLULU,HI,96825,424920,Corporation,2,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-01,"Book, Periodical, and Newspaper Merchant Wholesalers"
16018.55,HONOLULU,HI,96819,441120,Limited  Liability Company(LLC),1,2020-08-08T00:00:00Z,August,HawaiiUSA FCU,HI-01,Used Car Dealers
16015,HONOLULU,HI,96822,524210,Limited  Liability Company(LLC),1,2020-04-28T00:00:00Z,April,HawaiiUSA FCU,HI-01,Insurance Agencies and Brokerages
16005,KAILUA KONA,HI,96740,621111,Self-Employed Individuals,1,2020-05-02T00:00:00Z,May,First Hawaiian Bank,HI-02,Offices of Physicians (except Mental Health Specialists)
16000,WAIPAHU,HI,96797,441310,Limited  Liability Company(LLC),4,2020-05-03T00:00:00Z,May,Bank of Hawaii,HI-01,Automotive Parts and Accessories Stores
16000,HONOLULU,HI,96817,236115,Corporation,5,2020-04-28T00:00:00Z,April,"American Savings Bank, FSB",HI-01,New Single-Family Housing Construction (except For-Sale Builders)
16000,HONOLULU,HI,96815,812112,Subchapter S Corporation,3,2020-04-29T00:00:00Z,April,First Hawaiian Bank,HI-01,Beauty Salons
16000,HONOLULU,HI,96813,531210,Sole Proprietorship,1,2020-04-16T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
16000,HANALEI,HI,96714,561499,Corporation,0,2020-05-07T00:00:00Z,May,Central Pacific Bank,HI-02,All Other Business Support Services
16000,HONOLULU,HI,96816,811411,Limited  Liability Company(LLC),4,2020-04-12T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Home and Garden Equipment Repair and Maintenance
16000,AIEA,HI,96701,711510,Self-Employed Individuals,1,2020-04-29T00:00:00Z,April,Hawaii National Bank,HI-01,"Independent Artists, Writers, and Performers"
16000,LAHAINA,HI,96761,531210,Subchapter S Corporation,1,2020-05-09T00:00:00Z,May,"American Savings Bank, FSB",HI-02,Offices of Real Estate Agents and Brokers
16000,AIEA,HI,96701,541512,Sole Proprietorship,1,2020-04-30T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Computer Systems Design Services
16000,HONOLULU,HI,96813,541110,Limited  Liability Company(LLC),1,2020-04-04T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Lawyers
16000,HONOLULU,HI,96813,722511,Limited  Liability Company(LLC),3,2020-04-13T00:00:00Z,April,Central Pacific Bank,HI-01,Full-Service Restaurants
16000,AIEA,HI,96701,531210,Independent Contractors,1,2020-04-13T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
16000,WAHIAWA,HI,96786,448140,Limited  Liability Company(LLC),1,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Family Clothing Stores
16000,HAIKU,HI,96708,561499,Limited  Liability Company(LLC),2,2020-04-05T00:00:00Z,April,Central Pacific Bank,HI-02,All Other Business Support Services
16000,KEAAU,HI,96749,336612,Corporation,3,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Boat Building
16000,HONOLULU,HI,96819,445120,Limited  Liability Company(LLC),3,2020-04-13T00:00:00Z,April,Central Pacific Bank,HI-01,Convenience Stores
16000,HONOLULU,HI,96817,522220,Limited  Liability Company(LLC),0,2020-04-14T00:00:00Z,April,Central Pacific Bank,HI-01,Sales Financing
16000,HONOLULU,HI,96816,621340,Limited  Liability Company(LLC),2,2020-04-06T00:00:00Z,April,"American Savings Bank, FSB",HI-01,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
16000,KANEOHE,HI,96744,531210,Independent Contractors,1,2020-04-06T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Offices of Real Estate Agents and Brokers
16000,HONOLULU,HI,96814,561720,Limited  Liability Company(LLC),6,2020-04-14T00:00:00Z,April,First Hawaiian Bank,HI-01,Janitorial Services
16000,HILO,HI,96720,524113,Sole Proprietorship,0,2020-04-14T00:00:00Z,April,Central Pacific Bank,HI-02,Direct Life Insurance Carriers
16000,KAILUA,HI,96734,541618,Corporation,1,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-02,Other Management Consulting Services
16000,HONOLULU,HI,96813,541211,Limited  Liability Company(LLC),1,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Certified Public Accountants
16000,KAPAA,HI,96746,453998,Corporation,0,2020-05-19T00:00:00Z,May,Central Pacific Bank,HI-02,All Other Miscellaneous Store Retailers (except Tobacco Stores)
16000,HONOLULU,HI,96816,531210,Independent Contractors,1,2020-04-28T00:00:00Z,April,Hawaii National Bank,HI-01,Offices of Real Estate Agents and Brokers
15991,LAHAINA,HI,96761,541613,Limited  Liability Company(LLC),6,2020-07-10T00:00:00Z,July,"Kabbage, Inc.",HI-02,Marketing Consulting Services
15990.4,LIHUE,HI,96766,237210,Limited  Liability Company(LLC),0,2020-04-15T00:00:00Z,April,Bank of Alma,HI-02,Land Subdivision
15985,LAHAINA,HI,96761,713990,Limited  Liability Company(LLC),0,2020-04-10T00:00:00Z,April,Bank of Hawaii,HI-02,All Other Amusement and Recreation Industries
15985,HONOLULU,HI,96814,531130,Corporation,2,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,Lessors of Miniwarehouses and Self-Storage Units
15977.5,MAKAWAO,HI,96768,444220,Non-Profit Organization,8,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-02,"Nursery, Garden Center, and Farm Supply Stores"
15977,HONOLULU,HI,96814,812199,Sole Proprietorship,1,2020-05-11T00:00:00Z,May,Bank of Hawaii,HI-01,Other Personal Care Services
15965,KALAHEO,HI,96741,238350,Subchapter S Corporation,0,2020-04-10T00:00:00Z,April,Bank of Hawaii,HI-02,Finish Carpentry Contractors
15961,HONOLULU,HI,96815,236118,Limited  Liability Company(LLC),1,2020-05-21T00:00:00Z,May,"Kabbage, Inc.",HI-01,Residential Remodelers
15953.9,KIHEI,HI,96753,531210,Self-Employed Individuals,1,2020-06-30T00:00:00Z,June,Valley Isle Community FCU,HI-02,Offices of Real Estate Agents and Brokers
15950,WAILUKU,HI,96793,311811,Sole Proprietorship,0,2020-04-12T00:00:00Z,April,Bank of Hawaii,HI-02,Retail Bakeries
15948,KEALAKEKUA,HI,96750,532490,Self-Employed Individuals,1,2020-05-21T00:00:00Z,May,"Kabbage, Inc.",HI-02,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
15937,HONOLULU,HI,96819,811121,Corporation,0,2020-04-16T00:00:00Z,April,Central Pacific Bank,HI-01,"Automotive Body, Paint, and Interior Repair and Maintenance"
15932.5,HONOLULU,HI,96813,541211,Limited  Liability Company(LLC),1,2020-05-14T00:00:00Z,May,First Hawaiian Bank,HI-01,Offices of Certified Public Accountants
15932,HILO,HI,96720,813110,Non-Profit Organization,0,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-02,Religious Organizations
15931,PAHOA,HI,96778,722515,Sole Proprietorship,7,2020-05-29T00:00:00Z,May,First Hawaiian Bank,HI-02,Snack and Nonalcoholic Beverage Bars
15930,WAIMEA,HI,96796,311920,Limited  Liability Company(LLC),4,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Coffee and Tea Manufacturing
15920,WAILUKU,HI,96793,311942,Limited  Liability Company(LLC),0,2020-04-11T00:00:00Z,April,Bank of Hawaii,HI-02,Spice and Extract Manufacturing
15920,KIHEI,HI,96753,532284,Limited  Liability Company(LLC),2,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Recreational Goods Rental
15915,HONOLULU,HI,96815,551114,Corporation,3,2020-05-15T00:00:00Z,May,Bank of Hawaii,HI-01,"Corporate, Subsidiary, and Regional Managing Offices"
15915,HONOLULU,HI,96826,611620,Limited  Liability Company(LLC),0,2020-05-19T00:00:00Z,May,Bank of Hawaii,HI-01,Sports and Recreation Instruction
15900.02,HONOLULU,HI,96816,561720,Independent Contractors,0,2020-05-02T00:00:00Z,May,Celtic Bank Corporation,HI-01,Janitorial Services
15900,HONOLULU,HI,96813,812112,Limited  Liability Company(LLC),1,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Beauty Salons
15900,PEARL CITY,HI,96782,722513,Limited  Liability Company(LLC),7,2020-04-10T00:00:00Z,April,Central Pacific Bank,HI-01,Limited-Service Restaurants
15900,HONOLULU,HI,96813,722511,Corporation,6,2020-04-28T00:00:00Z,April,First Foundation Bank,HI-01,Full-Service Restaurants
15900,HONOLULU,HI,96822,711510,Limited  Liability Company(LLC),2,2020-04-29T00:00:00Z,April,"American Savings Bank, FSB",HI-01,"Independent Artists, Writers, and Performers"
15900,HONOLULU,HI,96814,517911,Subchapter S Corporation,5,2020-04-29T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Telecommunications Resellers
